
Pattern         Path
3333            C:\mycode\Konnaxion\Konnaxion\frontend\artifacts\playwright-ct\index.html                               
3333            C:\mycode\Konnaxion\Konnaxion\frontend\artifacts\playwright-smoke\index.html                            
3333            C:\mycode\Konnaxion\Konnaxion\frontend\artifacts\playwright-smoke-html\index.html                       
3333            C:\mycode\Konnaxion\Konnaxion\frontend\public\LogoK.svg                                                 
3333            C:\mycode\Konnaxion\Konnaxion\frontend\src\theme\obsolete\minimalTheme.ts                               
3333            C:\mycode\Konnaxion\Konnaxion\frontend\src\theme\obsolete\minimalTheme.ts                               
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\Konnaxion_C4_Code_FilesMedia.svg                                 
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\Konnaxion_C4_Code_RealtimeConsumers.svg                          
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
3333            C:\mycode\Konnaxion\Konnaxion\PlantUML\plantuml.jar                                                     
4444            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
4444            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
4444            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
4444            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
4444            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
4444            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
4444            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
4444            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
4444            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
4444            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
4444            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
4444            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
4444            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
4444            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
4444            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
4444            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
4444            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
4444            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
4444            C:\mycode\Konnaxion\Konnaxion\EndPoints-Graphs\konnaxion_full_network_extra_spacing_ortho_random.dot    
4444            C:\mycode\Konnaxion\Konnaxion\EndPoints-Graphs\konnaxion_full_network_extra_spacing_ortho_random.dot    
4444            C:\mycode\Konnaxion\Konnaxion\EndPoints-Graphs\konnaxion_full_network_extra_spacing_ortho_random.svg    
4444            C:\mycode\Konnaxion\Konnaxion\EndPoints-Graphs\konnaxion_full_network_extra_spacing_ortho_random.svg    
4444            C:\mycode\Konnaxion\Konnaxion\EndPoints-Graphs\konnaxion_full_network_extra_spacing_ortho_random.svg    
4444            C:\mycode\Konnaxion\Konnaxion\EndPoints-Graphs\konnaxion_full_network_extra_spacing_ortho_random.svg    
4444            C:\mycode\Konnaxion\Konnaxion\frontend\tsconfig.tsbuildinfo                                             
4444            C:\mycode\Konnaxion\Konnaxion\frontend\artifacts\kintsugi-wave1-workflow\06-topic-suggestions-panel.png 
4444            C:\mycode\Konnaxion\Konnaxion\frontend\artifacts\playwright-ct\index.html                               
4444            C:\mycode\Konnaxion\Konnaxion\frontend\artifacts\playwright-smoke\index.html                            
4444            C:\mycode\Konnaxion\Konnaxion\frontend\artifacts\playwright-smoke-html\index.html                       
4444            C:\mycode\Konnaxion\Konnaxion\frontend\src\theme\types.ts                                               
4444            C:\mycode\Konnaxion\Konnaxion\frontend\src\theme\obsolete\types.ts                                      
4444            C:\mycode\Konnaxion\Konnaxion\PlantUML\Konnaxion_C2_Containers.svg                                      
4444            C:\mycode\Konnaxion\Konnaxion\PlantUML\konnaxion_c3_api.svg                                             
4444            C:\mycode\Konnaxion\Konnaxion\PlantUML\konnaxion_c3_reports.svg                                         
4444            C:\mycode\Konnaxion\Konnaxion\PlantUML\konnaxion_c4_verbose_v2.svg                                      
5555            C:\mycode\Konnaxion\Konnaxion\combined_manifest.yml                                                     
5555            C:\mycode\Konnaxion\Konnaxion\combined_manifest.yml                                                     
5555            C:\mycode\Konnaxion\Konnaxion\combined_manifest.yml                                                     
5555            C:\mycode\Konnaxion\Konnaxion\combined_manifest.yml                                                     
5555            C:\mycode\Konnaxion\Konnaxion\combined_manifest.yml                                                     
5555            C:\mycode\Konnaxion\Konnaxion\combined_manifest.yml                                                     
5555            C:\mycode\Konnaxion\Konnaxion\combined_manifest.yml                                                     
5555            C:\mycode\Konnaxion\Konnaxion\combined_manifest.yml                                                     
5555            C:\mycode\Konnaxion\Konnaxion\manifest_infra.yml                                                        
5555            C:\mycode\Konnaxion\Konnaxion\manifest_infra.yml                                                        
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\miner-scan-results.txt                                                    
5555            C:\mycode\Konnaxion\Konnaxion\backend\docker-compose.local.yml                                          
5555            C:\mycode\Konnaxion\Konnaxion\backend\docker-compose.production.yml                                     
5555            C:\mycode\Konnaxion\Konnaxion\backend\compose\production\traefik\traefik.yml                            
5555            C:\mycode\Konnaxion\Konnaxion\backend\compose\production\traefik\traefik.yml                            
5555            C:\mycode\Konnaxion\Konnaxion\docs\SecurityProblem-Update.txt                                           
5555            C:\mycode\Konnaxion\Konnaxion\docs\SecurityProblem-Update.txt                                           
5555            C:\mycode\Konnaxion\Konnaxion\docs\SecurityProblem-Update.txt                                           
5555            C:\mycode\Konnaxion\Konnaxion\docs\SecurityProblem-Update.txt                                           
5555            C:\mycode\Konnaxion\Konnaxion\docs\SecurityProblem-Update.txt                                           
5555            C:\mycode\Konnaxion\Konnaxion\docs\Technical-Reference\GENERALinstructionsForAI.txt                     
5555            C:\mycode\Konnaxion\Konnaxion\docs\Technical-Reference\namecheap-vps.md                                 
5555            C:\mycode\Konnaxion\Konnaxion\docs\Technical-Reference\namecheap-vps.md                                 
5555            C:\mycode\Konnaxion\Konnaxion\docs\Technical-Reference\namecheap-vps.md                                 
5555            C:\mycode\Konnaxion\Konnaxion\docs\Technical-Reference\namecheap-vps.md                                 
5555            C:\mycode\Konnaxion\Konnaxion\docs\Technical-Reference\namecheap-vps.md                                 
5555            C:\mycode\Konnaxion\Konnaxion\docs\Technical-Reference\namecheap-vps.md                                 
5555            C:\mycode\Konnaxion\Konnaxion\frontend\tsconfig.tsbuildinfo                                             
5555            C:\mycode\Konnaxion\Konnaxion\frontend\artifacts\playwright-ct\index.html                               
5555            C:\mycode\Konnaxion\Konnaxion\frontend\artifacts\playwright-smoke\index.html                            
5555            C:\mycode\Konnaxion\Konnaxion\frontend\artifacts\playwright-smoke-html\index.html                       
5555            C:\mycode\Konnaxion\Konnaxion\Structurizr\combined_manifest.yml                                         
5555            C:\mycode\Konnaxion\Konnaxion\Structurizr\combined_manifest.yml                                         
5555            C:\mycode\Konnaxion\Konnaxion\Structurizr\combined_manifest.yml                                         
5555            C:\mycode\Konnaxion\Konnaxion\Structurizr\combined_manifest.yml                                         
5555            C:\mycode\Konnaxion\Konnaxion\Structurizr\combined_manifest.yml                                         
5555            C:\mycode\Konnaxion\Konnaxion\Structurizr\combined_manifest.yml                                         
5555            C:\mycode\Konnaxion\Konnaxion\Structurizr\combined_manifest.yml                                         
5555            C:\mycode\Konnaxion\Konnaxion\Structurizr\combined_manifest.yml                                         

